App Name,Publisher,Link,Full Description,Shared Data,Collected Data,Security Practices
AI Logo Maker - Logo Generator,Trostun Apps,https://play.google.com/store/apps/details?id=ai.logogenerator.logomaker,Create AI logos promptly with a graphic design logo creator & AI logo generator!,,Photos and videos,"Data is encrypted in transit, Data can’t be deleted"
AI Resume Builder CV Maker PDF,SimpleEvo Apps,https://play.google.com/store/apps/details?id=com.evoglobal.resumecv,Create your resume in minutes with the help of AI. Share in PDF easily.,Device or other IDs,,"Data is encrypted in transit, Data can’t be deleted"
Resume Builder AI App CV Maker,Pilot Ventures,https://play.google.com/store/apps/details?id=com.wloo.airesume,Quick & Easy Resume Templates. Let AI Build Your Professional Resume as a PDF.,,Personal info,"Data is encrypted in transit, Data can’t be deleted"
Resume - Intelligent CV maker,Intelligent CV,https://play.google.com/store/apps/details?id=icv.resume.curriculumvitae,"Resume, CV Maker in PDF format. Make resume in 2 min for job CV builder template",,"App activity, App info and performance, Device or other IDs","Data is encrypted in transit, Data can’t be deleted"
Kickresume: AI Resume Builder,Kickresume,https://play.google.com/store/apps/details?id=com.kickresume,Join 4M+ job seekers who got their dream job with Kickresume’s AI resume builder,"Messages, Personal info, App activity","Financial info, Photos and videos, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
Resume Builder - CV Engineer,Matt Callery,https://play.google.com/store/apps/details?id=sampson.cvbuilder,Get job interviews with our AI resume maker | A library of CV templates & advice,"Personal info, Photos and videos","Personal info, Device or other IDs, App activity, App info and performance, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Ai Resume - Smart CV maker,AMIR SAYED,https://play.google.com/store/apps/details?id=com.resume.maker.digital,Create Resume in a minute,,,"Data is encrypted in transit, You can request that data be deleted"
cvDoc: AI resume builder,Alex Zakira,https://play.google.com/store/apps/details?id=tools.cvmaker,"Create Your Job-Winning Resume. Use High-quality Templates, Graphics & Fonts",App info and performance,"Device or other IDs, Location, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
MyPerfectResume Builder,BoldGoogleApps,https://play.google.com/store/apps/details?id=com.bold.mpr,Join Millions of Jobseekers Who Trust My Perfect Resume,,"App activity, App info and performance, Financial info, Personal info, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Resume Builder: PDF Resume App,Indeed Jobs,https://play.google.com/store/apps/details?id=com.resume.builder.resumecom,A professional resume builder designed to make your job search easier,,"Device or other IDs, App info and performance, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted"
Online AI Resume CV Builder,StoryTech Private Limited,https://play.google.com/store/apps/details?id=com.workruit.instantresume,Build online resume and curriculum vitae using premium templates by Workruit,,Personal info,"Data is encrypted in transit, You can request that data be deleted"
Resume Builder - CV Maker,TAPUNIVERSE,https://play.google.com/store/apps/details?id=com.tapuniverse.resumebuilder,"Create curriculum vitae, a professional cover letter creator and resume designer",,Device or other IDs,"Data is encrypted in transit, Data can’t be deleted, Committed to follow the Play Families Policy"
"Resume Ai, Ats CV maker: Resji",Wooliv Solutions Private Limited,https://play.google.com/store/apps/details?id=resji.resume.website.maker.link.builder,ATS Resume Builder & cover letter creator to build professional resume templates,App info and performance,"Location, Photos and videos, App activity, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
MyPerfectCV: Resume CV Builder,BoldGoogleApps,https://play.google.com/store/apps/details?id=com.mpcvuk,Build a perfect CV in minutes. Join 15 million people we helped land dream jobs.,,"Photos and videos, Files and docs, App activity, Personal info, App info and performance, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Resume Builder & Cover Letter,Dmitrii Solovev,https://play.google.com/store/apps/details?id=ai.resume.builder,Create professional CV and cover letter using our AI powered business templates,,"Personal info, App info and performance, Financial info, Device or other IDs, App activity","Data is encrypted in transit, Data can’t be deleted"
Rezi AI: Resume Builder & CV,BK DEVELOPER,https://play.google.com/store/apps/details?id=cv.resume.pdf,"AI-powered resume & CV builder—ATS-friendly, job-winning resumes in minutes!",,,"Data is encrypted in transit, You can request that data be deleted"
Resume Builder - PDF CV Maker,Uncaught Exception Inc.,https://play.google.com/store/apps/details?id=app.uncaughtexception.snapresume2,Create a professional resume on the go with professional template designs.,,"Personal info, App activity, App info and performance","Data is encrypted in transit, Data can’t be deleted"
CV & Resume Creator,Desygner Pty Ltd,https://play.google.com/store/apps/details?id=com.desygner.resumes,We know the secrets to getting hired. Create a professional Resume & CV fast!,,"App info and performance, App activity, Device or other IDs, Files and docs, Financial info, Photos and videos, Personal info","Data is encrypted in transit, You can request that data be deleted"
ResumeNest - AI Resume Builder,JollyHires Inc,https://play.google.com/store/apps/details?id=com.ceorra.resumebuilderfirebase,Craft professional resumes fast & impress the recruiters with our ResumeNest App,"Personal info, Device or other IDs, App info and performance","Personal info, Device or other IDs, App info and performance","Data is encrypted in transit, You can request that data be deleted"
WeBuildCV - AI Resume Builder,Scientific calculator 36 plus,https://play.google.com/store/apps/details?id=com.webuildcv.ai.resume.builder.cv.maker,Create professional resumes effortlessly with our AI-powered resume builder,"App activity, Device or other IDs, App info and performance","App activity, Device or other IDs, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
Resume Builder App - CV Maker,Simple Application Tech,https://play.google.com/store/apps/details?id=com.cv.resume.maker.sat,"Resume Builder & Resume Maker in 5 minutes, Make your dream CV with CV Maker app",,,Data isn’t encrypted
Resume Builder CV Resume Maker,Predict Apps,https://play.google.com/store/apps/details?id=com.predictapps.resumebuilder.cvresumemaker,Create Professional Resume Builder in PDF format for job with CV maker app.,,,Data is encrypted in transit
JIW SMARTEST CV BUILDER,Rhema Developer,https://play.google.com/store/apps/details?id=com.justitcareer.smartestcvbuilder,Create Compelling CV's and Achieve your Career Goals with Precision.,,,
Got Resume Builder,Vannet Technology,https://play.google.com/store/apps/details?id=com.gotresumebuilder.android,Build your job-winning PDF resume with ease. Resume writing guide is provided.,,Personal info,"Data is encrypted in transit, You can request that data be deleted"
Resume Star - PDF CV Maker App,Qrayon,https://play.google.com/store/apps/details?id=com.qrayon.resumestar,Make a precision-targeted and professionally typeset resume in minutes.,"App info and performance, App activity, Device or other IDs","Personal info, App info and performance, App activity, Device or other IDs",Data is encrypted in transit
CVwizard: Resume Builder,Resumedia,https://play.google.com/store/apps/details?id=com.cvwizard.twa,Use our resume maker for professional resumes using beautiful templates.,,"Photos and videos, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
Ai Resume Genius | Cv Maker,ABH Studios,https://play.google.com/store/apps/details?id=com.cv.resume.maker.ai,Build resumes fast! Easy CV builder with templates for jobs and career success.,,,"Data isn’t encrypted, Data can’t be deleted"
"Resume Builder, CV Maker App",MWCI,https://play.google.com/store/apps/details?id=com.myresumebuilder,"Resume Builder App, 1 click LinkedIn Resume Maker, PDF CV maker, ATS CV builder",,,
ResumeChef: build & design CVs,BoldGoogleApps,https://play.google.com/store/apps/details?id=com.resumechef,Easy & Quick Resume Builder. Create Your Own Professional Resume in Minutes!,,"App info and performance, Personal info, Device or other IDs, App activity, Files and docs, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
AI Resume Builder,android.ai,https://play.google.com/store/apps/details?id=com.edu.zone.app.resumebuilder,Create professional resumes with AI Resume Builder.,,,Data is encrypted in transit
Resume Builder: CV Maker,Creative Apps Ltd.,https://play.google.com/store/apps/details?id=com.cvmaker.cvcreator.makeyourcv.intelligentcv.freecv.cvforjob.professional.cvformat,Make professional resume via CV maker with many resume templates & share as PDF.,,,"Data is encrypted in transit, You can request that data be deleted"
Social Media Content Generator,Conquer App,https://play.google.com/store/apps/details?id=com.app.ai.social.content,Elevate your Social Media Content with AI Social Media Content Generator,,"Device or other IDs, Personal info, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Social Media Posts - Predis AI,Predis.ai,https://play.google.com/store/apps/details?id=com.predis.app,"AI to create social media posts, videos. Design & schedule social posters, ads.",,"Device or other IDs, Personal info, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted"
AI Text Message Generator,Conquer App,https://play.google.com/store/apps/details?id=com.app.ai.msg.gen,"Generate Text Messages for Occasions like Birthday, Festivals or Condolences",,"App info and performance, Device or other IDs","Data is encrypted in transit, Data can’t be deleted"
Aethia:Image & Video Generator,Aethia AI,https://play.google.com/store/apps/details?id=ai.aethia,"AI photo, video, portrait, drawing, anime avatar & art generation",,Personal info,"Data is encrypted in transit, You can request that data be deleted"
AI Description Generator,Conquer App,https://play.google.com/store/apps/details?id=com.app.ai.desc.gen,"Write captivating descriptions for Videos, Jobs, Shorts, Reels, Product and more",,"Device or other IDs, App info and performance","Data is encrypted in transit, Data can’t be deleted"
AI Course Creator - Generator,Conquer App,https://play.google.com/store/apps/details?id=com.app.ai.course,AI Course generator lets you Craft courses & generate content on the go,,"Photos and videos, App info and performance, Personal info, Device or other IDs, Files and docs","Data is encrypted in transit, You can request that data be deleted"
Creati AI Photo Generator,Mojio AI Photo Generator,https://play.google.com/store/apps/details?id=org.ai.create.filter,"AI profile photo generator linkedin headshot picture, face & background changer",,,"Data is encrypted in transit, You can request that data be deleted"
FlowSavvy: Auto-Scheduling,FlowSavvy,https://play.google.com/store/apps/details?id=com.schezzy.app,Smart task scheduler for automated time blocking and daily planning,,"Device or other IDs, App info and performance, App activity, Calendar, Financial info, Personal info","Data is encrypted in transit, You can request that data be deleted"
Motion: Tasks & AI Scheduling,Motion,https://play.google.com/store/apps/details?id=com.usemotion.motion,A.I. Time and Project Manager,,,"Data is encrypted in transit, You can request that data be deleted"
Yoodoo: ADHD AI Daily Planner,Yoodoo,https://play.google.com/store/apps/details?id=pps.android.yoodoo,"Schedule, Routines, To-do lists, Habit Tracker, App Blocker, Focus Booster, ADHD",,,"Data is encrypted in transit, You can request that data be deleted"
AI Task Manager & Planner,Codcy,https://play.google.com/store/apps/details?id=com.codcy.focs,AI-driven task manager for smarter planning and productivity.,,"Personal info, App activity, Device or other IDs, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Todoist: Planner & Calendar,Doist Inc.,https://play.google.com/store/apps/details?id=com.todoist,"Simple yet powerful to do list, habit tracker & reminders. Organize work & life.",,"Personal info, Files and docs, Audio, Device or other IDs, Financial info, App activity, Photos and videos, Messages, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Google Calendar,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.calendar,"Always know what’s next with Google Calendar, part of Google Workspace.",,"Messages, Location, Contacts, App activity, Audio, Device or other IDs, Calendar, Photos and videos, Personal info, App info and performance","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Any.do - To do list & Calendar,Any.do To-do list & Calendar,https://play.google.com/store/apps/details?id=com.anydo,"Daily planner with to-do list & tasks, reminders, checklists, calendar & agenda",,"Device or other IDs, App activity, App info and performance, Files and docs, Location, Personal info","Data is encrypted in transit, You can request that data be deleted"
Scheduleify: Schedule Maker AI,Appmany,https://play.google.com/store/apps/details?id=asd.myschedule,Instantly schedule and fine-tune with just one click!,"Device or other IDs, Personal info, App info and performance",,"Data is encrypted in transit, You can request that data be deleted"
Calendar.AI – Smart Scheduler,Calendar AI,https://play.google.com/store/apps/details?id=me.sync.syncai,"Organize your life with AI calendar 2025 – reminders, tasks, scheduler & planner","App info and performance, Location, App activity","App info and performance, Device or other IDs, Contacts, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
Dreamfora: AI Goal Setting,Dreamfora,https://play.google.com/store/apps/details?id=com.dreamfora.dreamfora,Goals on Easy Mode: AI To-Do & Habit Planning!,,,"Data is encrypted in transit, You can request that data be deleted"
Calendly Mobile,Calendly LLC,https://play.google.com/store/apps/details?id=com.calendly.app,Calendly helps you schedule meetings without the back-and-forth emails.,,"App info and performance, Device or other IDs, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
"SupaTask - Daily Planner, Todo",Tip Tap Apps,https://play.google.com/store/apps/details?id=com.prosper.routines.todo.productive.fabulous.habits.selfcare,"Maximize Your Productivity with Task Tracker, Schedule Planner and Habit Tracker",Calendar,"Personal info, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Schedule Planner AI (Lite),Appmany,https://play.google.com/store/apps/details?id=asd.myschedule.lite,Instantly schedule and fine-tune with just one click!,"Personal info, Device or other IDs, Calendar, App info and performance",,"Data is encrypted in transit, You can request that data be deleted"
RoutineFlow: Routine for ADHD,System Two GmbH,https://play.google.com/store/apps/details?id=app.routineflow.routineflow,Make your daily routine easy with a science-based ADHD Planner & Organizer/Timer,,"App info and performance, Financial info, Device or other IDs, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted"
BeeDone: AI Daily Planner Game,Youcef EL KAMEL,https://play.google.com/store/apps/details?id=com.beedone,Ai Goals tracker daily planner: Goal Manager Daily Task Planner & Habit Tracker,,"App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
Google Tasks,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.tasks,Simply create any task or subtask. Integrated with Gmail for easy collaboration,,"App info and performance, Personal info, Contacts, Location, Device or other IDs, App activity, Audio, Photos and videos","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Ping: AI To-Do List & Planner,Who Else,https://play.google.com/store/apps/details?id=tm.ping,"AI task manager: reminders, calendar sync, tasks from emails & ChatGPT assistant",,"Files and docs, App info and performance, Device or other IDs, Audio, App activity, Messages, Personal info, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
ADHD Daily Planner Ai: EVO,"Elevatus, LLC",https://play.google.com/store/apps/details?id=com.elevatus.ele,ADHD Reminders To Do Calendar,,,
Business Calendar 2 Planner,Appgenix Software,https://play.google.com/store/apps/details?id=com.appgenix.bizcal,"Your daily calendar planner for work, family & private events",,"App activity, App info and performance","Data isn’t encrypted, Data can’t be deleted"
ezyorganizer AI calendar,knowmybuild,https://play.google.com/store/apps/details?id=com.aecd9d0bc1e7.app,With AI manage your todo's and goals...keep your busy life organized,,Personal info,"Data is encrypted in transit, You can request that data be deleted"
HabitNow Daily Routine Planner,HabitNow,https://play.google.com/store/apps/details?id=com.habitnow,"To-do list, Habit Tracker, Routine Planner and Reminders. All in just one app!",,"Calendar, Personal info, Device or other IDs, App info and performance, App activity","Data is encrypted in transit, You can request that data be deleted"
neurolist AI: ADHD Task Split,System Two GmbH,https://play.google.com/store/apps/details?id=neurolist.app.neurolist,Magic ADHD Planner that breaks down tasks for neurodivergent minds,,"App activity, App info and performance, Device or other IDs, Location, Financial info, Personal info","Data is encrypted in transit, You can request that data be deleted"
TickTick:To Do List & Calendar,TickTick Limited,https://play.google.com/store/apps/details?id=com.ticktick.task,"Your second brain for organizing your life: to-do, calendar, reminder.",,"Device or other IDs, App info and performance, Financial info, Calendar, Files and docs, Location, Personal info, Photos and videos, App activity","Data is encrypted in transit, You can request that data be deleted"
TimeTune - Schedule Planner,TimeTune Studio,https://play.google.com/store/apps/details?id=com.gmail.jmartindev.timetune,The ideal daily planner for all your time management needs,,App activity,"Data is encrypted in transit, You can request that data be deleted"
ADHD Planner AI Task: Splitti,Nick Weissberg,https://play.google.com/store/apps/details?id=com.nick.weiss.Decomposer,"Daily ADHD Organizer & AI Planner, To Do List. Curb Procrastination & Keep Focus","Device or other IDs, App activity, Personal info",App activity,"Data is encrypted in transit, You can request that data be deleted"
Daily Planner Organizer: Brite,Brite Technologies LLC,https://play.google.com/store/apps/details?id=io.konveier.timo,"All in one: to-do list, daily planner organizer, daily schedule, calendar, tasks",Device or other IDs,,"Data is encrypted in transit, You can request that data be deleted"
Bordio: Daily Planner & Tasks,Bordio,https://play.google.com/store/apps/details?id=com.bordio.bordio,"Daily Routine Planner, To-Do List, Calendar, Schedule Planner, Weekly Organizer",Personal info,"Personal info, App info and performance, App activity, Calendar, Device or other IDs, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Learn Machine Learning,Coding and Programming,https://play.google.com/store/apps/details?id=ml.machinelearning.learning.machine.data.datascience.bigdata.programming.analytics.coding.learn,"Learn Machine Learning - ML with Python, ML Tutorials, Programs & more",,"Device or other IDs, App activity","Data is encrypted in transit, You can request that data be deleted"
"DataCamp: Learn Data, AI, Code",DataCamp,https://play.google.com/store/apps/details?id=com.datacamp,"Learn, Practice & Code Python, SQL, AI & R. Programming & data science courses.","Personal info, Messages, Device or other IDs, Location","Personal info, Files and docs, App info and performance, Photos and videos, Device or other IDs, Financial info, Location, App activity","Data is encrypted in transit, You can request that data be deleted"
Neural Network,Jerry Jee,https://play.google.com/store/apps/details?id=com.jerryjee.nn,Learning and using neural networks in an intuitive and natural way!,,,
GeeksforGeeks - Learn To Code,GeeksforGeeks,https://play.google.com/store/apps/details?id=free.programming.programming,"Learn Data Structures Algorithms, C Programming, C++, Java, Python, JS, Aptitude",Files and docs,,"Data is encrypted in transit, You can request that data be deleted"
Enki: Learn to code,enki.com,https://play.google.com/store/apps/details?id=com.enki.insights,"An AI-powered mentor in your pocket for coding, data, work and technical skills",,"App info and performance, Location, App activity, Personal info, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Learn Machine Learning in 2024,Prabartan Information Technology,https://play.google.com/store/apps/details?id=com.pit.machinelearning,"Learn Machine Learning in 2024 with this Tutorial App like Python, Tensor Flow",,,
Sololearn: Learn to code,Sololearn - Learn to Code,https://play.google.com/store/apps/details?id=com.sololearn,"Learn to code in Python, JavaScript, Java, HTML with the Sololearn coding app","Personal info, Device or other IDs",Personal info,"Data is encrypted in transit, You can request that data be deleted"
Simplilearn: Online Learning,Simplilearn Solutions,https://play.google.com/store/apps/details?id=com.mobile.simplilearn,"Transform Your Career with Data Analytics Bootcamps & Courses in Python, SQl, AI",,"App activity, Personal info, Device or other IDs, App info and performance, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Learn Python : EasyCoder,AMensah - Learn to code,https://play.google.com/store/apps/details?id=com.amensah.easycoder.python,"Learn to code! Learn python coding with easy videos, python tutorials and more",,"App info and performance, Photos and videos, Personal info","Data is encrypted in transit, You can request that data be deleted"
Learn Data Science & Analytics,Coding and Programming,https://play.google.com/store/apps/details?id=datascience.science.data.learn.programming.analytics.coding.analyst.rpa.machinelearning.ai.bi.bigdata,"Learn Data Science with step by step lessons, tutorials, programs & more",,App activity,"Data is encrypted in transit, You can request that data be deleted"
Learn Coding/Programming: Mimo,Mimo: Learn to Code,https://play.google.com/store/apps/details?id=com.getmimo,Learn to code and stand out in the tech job market with in-demand coding skills.,"Device or other IDs, App activity, Personal info","App info and performance, Device or other IDs, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted"
Great Learning: Online Courses,Great Learning,https://play.google.com/store/apps/details?id=com.lms.greatlakes,"Learn Data Science, Marketing, AI ML, Cloud Computing & More With 1000+ Courses.",,"Files and docs, App activity, Photos and videos, Personal info, Audio, Device or other IDs, App info and performance, Financial info, Location","Data is encrypted in transit, You can request that data be deleted"
Learn Python Programming,Coding and Programming,https://play.google.com/store/apps/details?id=python.programming.coding.python3.development,Learn to code in Python from Beginner to Expert. Become a Python Programmer,,"Personal info, Device or other IDs, App info and performance, App activity","Data is encrypted in transit, You can request that data be deleted"
Learn Machine Learning in 2024,Prabartan Information Technology,https://play.google.com/store/apps/details?id=com.pit.machinelearning.paid,"Learn Machine Learning in 2024 with this Tutorial like Python, Tensor Flow",,,
edX online learning,edX LLC,https://play.google.com/store/apps/details?id=org.edx.mobile,Earn job-relevant credentials with 4.5K+ online programs from 250+ partners.,"Device or other IDs, App info and performance, App activity, Personal info","Device or other IDs, Personal info, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Algorithms and Data Structures,Ievgen Ovsii,https://play.google.com/store/apps/details?id=com.iov.lordofalgorithms,Learn algorithms & data structures faster with unique interactive visualizations,,"App activity, App info and performance","Data is encrypted in transit, Data can’t be deleted"
Learn Generative AI & Chat GPT,Online Institute of Hacking,https://play.google.com/store/apps/details?id=ai.artificial.intelligence.genai.generative,"Master generative AI tools such as ChatGPT, Gemini, MidJourney, DALL-E, & more",,"App info and performance, Personal info, Device or other IDs, App activity","Data is encrypted in transit, You can request that data be deleted"
Programming Hub: Learn to code,Coding and Programming,https://play.google.com/store/apps/details?id=com.freeit.java,"Coding & programming app to learn HTML, Python, Javascript, C, Cpp, Csharp, Java",,"App info and performance, Device or other IDs, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
Hyperskill: Learn to code,Hyperskill,https://play.google.com/store/apps/details?id=org.hyperskill.app.android,Сode on-the-go and sharpen your programming skills with 3000+ hands-on topics.,,"Personal info, App info and performance, App activity, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Pluralsight Skills,Pluralsight,https://play.google.com/store/apps/details?id=com.pluralsight,"Online courses on software development, machine learning, cybersecurity & more","App activity, App info and performance, Personal info","App activity, Device or other IDs, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
Learn Python Step by Step,CodeFobe,https://play.google.com/store/apps/details?id=com.codefobe,"Learn Python Fast: 10-Min Daily, Projects, Code Editor,Tech Career & Certificate","App activity, Location, Device or other IDs, App info and performance, Personal info","App activity, Location, Device or other IDs, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
LinkedIn Learning,LinkedIn,https://play.google.com/store/apps/details?id=com.linkedin.android.learning,"Learn in-demand business, tech and creative skills from industry experts",,"App activity, Messages, Personal info, App info and performance, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
"Coding X : Learn Python, Java",Online Coding & Programming institute,https://play.google.com/store/apps/details?id=codingx.coding.programming.learn.learntocode.code.java.python.program.delevopment.it.apps.dev,"Learn Coding & Programming in Python, Java, C, C++, HTML, CSS, etc. in a fun way",,"Personal info, App activity, Device or other IDs, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Algorithms: Explained and Anim,Moriteru Ishida,https://play.google.com/store/apps/details?id=wiki.algorithm.algorithms,"Watch, try, and learn with this fun guide to algorithms.",,,
Udemy - Online Courses,Udemy,https://play.google.com/store/apps/details?id=com.udemy.android,"Achieve your goals with online courses in Coding, Python, and more.","Personal info, Location, App info and performance, Financial info, Device or other IDs, Photos and videos, App activity","Personal info, Location, App info and performance, Calendar, Financial info, Device or other IDs, Photos and videos, App activity","Data is encrypted in transit, You can request that data be deleted"
AI App Maker Builder Appy Pie,Appy Pie LLP,https://play.google.com/store/apps/details?id=com.letsappbuilder,Create an App with Appy Pie’s AI App Builder -No Coding Needed. Make an App,,,
App Maker & Builder: Easyapp,Taptoweb Corporation,https://play.google.com/store/apps/details?id=com.easyapp.editor,"Make your own app using an AI powered no-code app builder, app creator tool!","Device or other IDs, Personal info, App activity, App info and performance","Device or other IDs, Personal info, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted"
MobEasy : App Creator,MobEasy,https://play.google.com/store/apps/details?id=com.mobeasy,"MobEasy App Creator ,Create mobile apps without coding!",,Personal info,"Data is encrypted in transit, You can request that data be deleted"
App Builder,Serakont,https://play.google.com/store/apps/details?id=com.serakont.appbuilder2,Create your own apps.,,"Messages, Device or other IDs, App info and performance, Personal info, App activity","Data is encrypted in transit, Data can’t be deleted"
Code AI : AI Code Writer,iTechGemini,https://play.google.com/store/apps/details?id=com.itechgemini.code_ai,Code AI creates code in seconds and supports multiple programming languages.,,,"Data is encrypted in transit, Data can’t be deleted"
Mobile App Builder,United Sol,https://play.google.com/store/apps/details?id=com.woomobapp,Take your WooCommerce store to the next level with a mobile app,,,"Data is encrypted in transit, You can request that data be deleted"
Create your own app,Renown,https://play.google.com/store/apps/details?id=com.renown,"Launch your own app, promote it on social media and get paid every Sunday.",,,
Dev AI - Software Engineer,iTechGemini,https://play.google.com/store/apps/details?id=com.itechgemini.dev_ai,"From idea to execution - coding app generates code that works, every time",,,"Data is encrypted in transit, Data can’t be deleted"
AI Chatbot Builder by Appy Pie,Appy Pie LLP,https://play.google.com/store/apps/details?id=com.chatbot_builder,Create Your Chatbot with Appy Pie Chatbot Builder,,,"Data is encrypted in transit, You can request that data be deleted"
Monster - Mobile App Builder,Shine Dezign Infonet Pvt. Ltd.,https://play.google.com/store/apps/details?id=com.monsterbuilder,Develop your app effortlessly with our no-code drag-and-drop interface.,,,"Data is encrypted in transit, You can request that data be deleted"
Learn App Development,Coding and Programming,https://play.google.com/store/apps/details?id=application.app.development.appdevelopment.learnapp.learn.androidapp.makeapps.programming,"Learn app development tutorials: Flutter, React, Android Kotlin, iOS Swift",,App activity,"Data is encrypted in transit, You can request that data be deleted"
LEO - Mobile App Builder,harakhani,https://play.google.com/store/apps/details?id=io.leoapps,Mobile app builder,"App info and performance, Personal info, Device or other IDs, App activity",,"Data is encrypted in transit, You can request that data be deleted"
AppMaster Developer,AppMaster Inc,https://play.google.com/store/apps/details?id=io.appmaster.developer,AppMaster App is a tool for developers to enable application preview and testing,,,"Data is encrypted in transit, You can request that data be deleted"
ClubKit – App Builder,PNN SOFT,https://play.google.com/store/apps/details?id=com.pnnsoft.clubkit.appbuilder,Mobile No-Code App Builder,,"Messages, Personal info, Photos and videos, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Instant Website Builder App,Websites.co.in: Websites Builder With Online Store,https://play.google.com/store/apps/details?id=in.co.websites.websitesapp,"Instant Website Builder creates your website, eCommerce store & blog instantly","App activity, Personal info, App info and performance, Financial info","Location, Files and docs, Device or other IDs, Photos and videos, Personal info","Data is encrypted in transit, You can request that data be deleted"
Mobile App Builder for Shopify,MageComp,https://play.google.com/store/apps/details?id=com.magefashionshopify.magecomp,Convert Your Shopify Store into a Working Android Mobile App in 3 EASY STEPS!,,,"Data isn’t encrypted, You can request that data be deleted"
Learn Android App Development,Coding and Programming,https://play.google.com/store/apps/details?id=androidapp.learn.development.programming.coding.learnandroid.appdevelopment.androiddevelopment,"Learn Android App Development with Android programming lessons, tutorials & more",,App activity,"Data is encrypted in transit, You can request that data be deleted"
BLACKBOX.AI,BlackboxAI,https://play.google.com/store/apps/details?id=com.blackbox.blackboxapp,"BLACKBOX.AI is the best ai agent, built to transform the way you work and learn.",,"App activity, Location","Data is encrypted in transit, You can request that data be deleted"
Ask GPT-4: AI Voice Chatbot,Generative AI,https://play.google.com/store/apps/details?id=ask.gpt.chatting.ai.charaterai,"Who use google search nowadays, when Ask GPT-4 brings you solutions instantly!",,"App info and performance, Financial info, Device or other IDs, Personal info","Data isn’t encrypted, You can request that data be deleted"
Gemini: Buy Bitcoin & Crypto,"Gemini Space Station, LLC",https://play.google.com/store/apps/details?id=com.gemini.android.app,"DOGE, ETH, SOL, XRP & more","Device or other IDs, App activity, Photos and videos, Personal info, Financial info, App info and performance","Device or other IDs, App activity, Photos and videos, Personal info, Financial info, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Gemini,X.D. Network,https://play.google.com/store/apps/details?id=com.xd.gemini.google,A mesmerizing and unexpectedly emotional journey.,"Files and docs, App info and performance, Personal info",,"Data is encrypted in transit, You can request that data be deleted"
Google Go,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.searchlite,Everything you need in one app,,"Photos and videos, Personal info, App info and performance, Contacts, Messages, Location, Financial info, Web browsing, Calendar, Device or other IDs, App activity, Files and docs","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Google Chat,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.dynamite,"Collaborate seamlessly with Google Chat, part of Google Workspace",,"Personal info, Audio, Photos and videos, Messages, Location, Contacts, App info and performance, Files and docs, App activity, Device or other IDs, Calendar","Data is encrypted in transit, You can request that data be deleted"
Google,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.googlequicksearchbox,Find what you need with Google,,"Contacts, Photos and videos, Personal info, App activity, App info and performance, Web browsing, Calendar, Location, Messages, Audio, Files and docs, Financial info, Device or other IDs","Data is encrypted in transit, You can request that data be deleted, Independent security review"
